height,width,total_pixels,worm_pixels,leaf_pixels,bg_pixels,pct_worm,pct_leaf,pct_bg,pct_worm_foreground,num_worm_blobs,mean_worm_blob_area,num_leaf_blobs,mean_leaf_blob_area,image_name,path,label
1038,1559,1618242,303522,709264,605456,18.756,43.829,37.414,29.969,357,850.202,179,3962.369,IMG_2674_mask.png,../data/heuristics/semantic_seg/IMG_2674_mask.png,0
1038,1559,1618242,304203,688199,625840,18.798,42.528,38.674,30.653,358,849.729,159,4328.296,IMG_2675_mask.png,../data/heuristics/semantic_seg/IMG_2675_mask.png,0
1038,1559,1618242,301243,724076,592923,18.615,44.745,36.64,29.38,355,848.572,137,5285.226,IMG_2676_mask.png,../data/heuristics/semantic_seg/IMG_2676_mask.png,0
1038,1559,1618242,304894,631650,681698,18.841,39.033,42.126,32.555,349,873.622,141,4479.787,IMG_2677_mask.png,../data/heuristics/semantic_seg/IMG_2677_mask.png,0
1038,1559,1618242,304295,691001,622946,18.804,42.701,38.495,30.573,364,835.975,160,4318.756,IMG_2678_mask.png,../data/heuristics/semantic_seg/IMG_2678_mask.png,0
1038,1559,1618242,307547,638483,672212,19.005,39.455,41.54,32.509,338,909.902,131,4873.916,IMG_2679_mask.png,../data/heuristics/semantic_seg/IMG_2679_mask.png,0
1038,1559,1618242,307790,711680,598772,19.02,43.979,37.001,30.191,361,852.604,127,5603.78,IMG_2680_mask.png,../data/heuristics/semantic_seg/IMG_2680_mask.png,0
1038,1559,1618242,304179,644782,669281,18.797,39.845,41.359,32.054,345,881.678,116,5558.466,IMG_2681_mask.png,../data/heuristics/semantic_seg/IMG_2681_mask.png,0
1038,1559,1618242,301518,694783,621941,18.632,42.934,38.433,30.264,352,856.585,130,5344.485,IMG_2682_mask.png,../data/heuristics/semantic_seg/IMG_2682_mask.png,0
1038,1559,1618242,304243,646983,667016,18.801,39.981,41.219,31.984,363,838.135,168,3851.089,IMG_2683_mask.png,../data/heuristics/semantic_seg/IMG_2683_mask.png,0
1038,1559,1618242,305872,645810,666560,18.901,39.908,41.19,32.14,354,864.045,132,4892.5,IMG_2684_mask.png,../data/heuristics/semantic_seg/IMG_2684_mask.png,0
1038,1559,1618242,306487,686727,625028,18.94,42.437,38.624,30.858,369,830.588,138,4976.283,IMG_2685_mask.png,../data/heuristics/semantic_seg/IMG_2685_mask.png,0
1038,1559,1618242,305530,678402,634310,18.88,41.922,39.197,31.052,365,837.068,131,5178.641,IMG_2686_mask.png,../data/heuristics/semantic_seg/IMG_2686_mask.png,0
1038,1559,1618242,306266,674979,636997,18.926,41.711,39.364,31.212,366,836.792,125,5399.832,IMG_2687_mask.png,../data/heuristics/semantic_seg/IMG_2687_mask.png,0
1038,1559,1618242,306034,628317,683891,18.912,38.827,42.261,32.754,344,889.634,121,5192.702,IMG_2688_mask.png,../data/heuristics/semantic_seg/IMG_2688_mask.png,0
1038,1559,1618242,305190,657109,655943,18.859,40.606,40.534,31.715,354,862.119,115,5713.991,IMG_2689_mask.png,../data/heuristics/semantic_seg/IMG_2689_mask.png,0
1038,1559,1618242,305564,691169,621509,18.882,42.711,38.406,30.657,361,846.438,107,6459.523,IMG_2690_mask.png,../data/heuristics/semantic_seg/IMG_2690_mask.png,0
1038,1559,1618242,308950,685142,624150,19.092,42.339,38.57,31.079,374,826.07,161,4255.54,IMG_2691_mask.png,../data/heuristics/semantic_seg/IMG_2691_mask.png,0
1038,1559,1618242,308158,645646,664438,19.043,39.898,41.059,32.308,369,835.117,118,5471.576,IMG_2692_mask.png,../data/heuristics/semantic_seg/IMG_2692_mask.png,0
1038,1559,1618242,307182,639679,671381,18.982,39.529,41.488,32.442,356,862.871,119,5375.454,IMG_2693_mask.png,../data/heuristics/semantic_seg/IMG_2693_mask.png,0
1038,1559,1618242,306550,687547,624145,18.943,42.487,38.569,30.837,360,851.528,142,4841.88,IMG_2694_mask.png,../data/heuristics/semantic_seg/IMG_2694_mask.png,0
1038,1559,1618242,307397,650167,660678,18.996,40.177,40.827,32.102,359,856.259,123,5285.911,IMG_2695_mask.png,../data/heuristics/semantic_seg/IMG_2695_mask.png,0
1038,1559,1618242,303911,693333,620998,18.78,42.845,38.375,30.475,353,860.938,140,4952.379,IMG_2696_mask.png,../data/heuristics/semantic_seg/IMG_2696_mask.png,0
1038,1559,1618242,307300,607518,703424,18.99,37.542,43.468,33.591,345,890.725,128,4746.234,IMG_2697_mask.png,../data/heuristics/semantic_seg/IMG_2697_mask.png,0
1038,1559,1618242,308444,687432,622366,19.06,42.48,38.459,30.972,366,842.743,133,5168.662,IMG_2698_mask.png,../data/heuristics/semantic_seg/IMG_2698_mask.png,0
1038,1559,1618242,311419,615469,691354,19.244,38.033,42.723,33.598,353,882.207,134,4593.052,IMG_2699_mask.png,../data/heuristics/semantic_seg/IMG_2699_mask.png,0
1038,1559,1618242,307859,656800,653583,19.024,40.587,40.388,31.914,371,829.809,119,5519.328,IMG_2700_mask.png,../data/heuristics/semantic_seg/IMG_2700_mask.png,0
1038,1559,1618242,283742,782280,552220,17.534,48.341,34.125,26.617,359,790.368,177,4419.661,IMG_2701_mask.png,../data/heuristics/semantic_seg/IMG_2701_mask.png,0
1038,1559,1618242,286296,811623,520323,17.692,50.155,32.154,26.076,374,765.497,165,4918.927,IMG_2702_mask.png,../data/heuristics/semantic_seg/IMG_2702_mask.png,0
1038,1559,1618242,287777,827240,503225,17.783,51.12,31.097,25.809,359,801.607,194,4264.124,IMG_2703_mask.png,../data/heuristics/semantic_seg/IMG_2703_mask.png,0
1038,1559,1618242,306461,651701,660080,18.938,40.272,40.79,31.984,381,804.36,132,4937.129,IMG_2704_mask.png,../data/heuristics/semantic_seg/IMG_2704_mask.png,0
1038,1559,1618242,310468,654181,653593,19.186,40.425,40.389,32.185,378,821.344,112,5840.902,IMG_2705_mask.png,../data/heuristics/semantic_seg/IMG_2705_mask.png,0
1038,1559,1618242,309519,611799,696924,19.127,37.806,43.067,33.595,371,834.283,116,5274.129,IMG_2706_mask.png,../data/heuristics/semantic_seg/IMG_2706_mask.png,0
1038,1559,1618242,313048,659646,645548,19.345,40.763,39.892,32.184,387,808.91,133,4959.744,IMG_2707_mask.png,../data/heuristics/semantic_seg/IMG_2707_mask.png,0
1038,1559,1618242,309130,682757,626355,19.103,42.191,38.706,31.166,379,815.646,143,4774.524,IMG_2708_mask.png,../data/heuristics/semantic_seg/IMG_2708_mask.png,0
1038,1559,1618242,309876,682422,625944,19.149,42.171,38.68,31.228,384,806.969,132,5169.864,IMG_2709_mask.png,../data/heuristics/semantic_seg/IMG_2709_mask.png,0
1038,1559,1618242,310875,672231,635136,19.211,41.541,39.249,31.622,388,801.224,148,4542.101,IMG_2710_mask.png,../data/heuristics/semantic_seg/IMG_2710_mask.png,0
1038,1559,1618242,313976,657730,646536,19.402,40.645,39.953,32.312,386,813.409,114,5769.561,IMG_2711_mask.png,../data/heuristics/semantic_seg/IMG_2711_mask.png,0
1038,1559,1618242,313560,674730,629952,19.377,41.695,38.928,31.728,377,831.724,117,5766.923,IMG_2712_mask.png,../data/heuristics/semantic_seg/IMG_2712_mask.png,0
1038,1559,1618242,316075,618294,683873,19.532,38.208,42.26,33.828,373,847.386,116,5330.121,IMG_2713_mask.png,../data/heuristics/semantic_seg/IMG_2713_mask.png,0
1038,1559,1618242,315250,630702,672290,19.481,38.975,41.544,33.326,374,842.914,147,4290.49,IMG_2714_mask.png,../data/heuristics/semantic_seg/IMG_2714_mask.png,0
1038,1559,1618242,316595,643714,657933,19.564,39.779,40.657,32.968,383,826.619,127,5068.614,IMG_2715_mask.png,../data/heuristics/semantic_seg/IMG_2715_mask.png,0
1038,1559,1618242,319721,659429,639092,19.757,40.75,39.493,32.653,380,841.371,124,5317.976,IMG_2716_mask.png,../data/heuristics/semantic_seg/IMG_2716_mask.png,0
1038,1559,1618242,322767,662599,632876,19.946,40.946,39.109,32.756,378,853.881,148,4477.02,IMG_2717_mask.png,../data/heuristics/semantic_seg/IMG_2717_mask.png,0
1038,1559,1618242,323152,611952,683138,19.969,37.816,42.215,34.558,383,843.739,125,4895.616,IMG_2718_mask.png,../data/heuristics/semantic_seg/IMG_2718_mask.png,0
1038,1559,1618242,326021,637864,654357,20.147,39.417,40.436,33.824,368,885.927,141,4523.858,IMG_2719_mask.png,../data/heuristics/semantic_seg/IMG_2719_mask.png,0
1038,1559,1618242,327923,607656,682663,20.264,37.55,42.185,35.05,365,898.419,123,4940.293,IMG_2720_mask.png,../data/heuristics/semantic_seg/IMG_2720_mask.png,0
1038,1559,1618242,330153,673106,614983,20.402,41.595,38.003,32.908,378,873.421,150,4487.373,IMG_2721_mask.png,../data/heuristics/semantic_seg/IMG_2721_mask.png,0
1038,1559,1618242,332662,615001,670579,20.557,38.004,41.439,35.103,380,875.426,113,5442.487,IMG_2722_mask.png,../data/heuristics/semantic_seg/IMG_2722_mask.png,0
1038,1559,1618242,341052,661216,615974,21.075,40.86,38.064,34.028,358,952.659,150,4408.107,IMG_2723_mask.png,../data/heuristics/semantic_seg/IMG_2723_mask.png,0
1038,1559,1618242,343240,626068,648934,21.211,38.688,40.101,35.411,360,953.444,141,4440.199,IMG_2724_mask.png,../data/heuristics/semantic_seg/IMG_2724_mask.png,0
1038,1559,1618242,349758,589940,678544,21.613,36.456,41.931,37.22,349,1002.172,131,4503.359,IMG_2725_mask.png,../data/heuristics/semantic_seg/IMG_2725_mask.png,0
1038,1559,1618242,353336,612615,652291,21.835,37.857,40.309,36.579,369,957.55,160,3828.844,IMG_2726_mask.png,../data/heuristics/semantic_seg/IMG_2726_mask.png,0
1038,1559,1618242,354187,623695,640360,21.887,38.542,39.571,36.22,375,944.499,164,3803.018,IMG_2727_mask.png,../data/heuristics/semantic_seg/IMG_2727_mask.png,0
1038,1559,1618242,351811,625219,641212,21.74,38.636,39.624,36.008,361,974.546,125,5001.752,IMG_2728_mask.png,../data/heuristics/semantic_seg/IMG_2728_mask.png,0
1038,1559,1618242,365934,630789,621519,22.613,38.98,38.407,36.714,365,1002.559,140,4505.636,IMG_2729_mask.png,../data/heuristics/semantic_seg/IMG_2729_mask.png,0
1038,1559,1618242,372931,607280,638031,23.045,37.527,39.427,38.046,376,991.838,152,3995.263,IMG_2730_mask.png,../data/heuristics/semantic_seg/IMG_2730_mask.png,0
1038,1559,1618242,379324,606502,632416,23.44,37.479,39.08,38.478,345,1099.49,163,3720.871,IMG_2731_mask.png,../data/heuristics/semantic_seg/IMG_2731_mask.png,0
1038,1559,1618242,377404,619987,620851,23.322,38.312,38.366,37.839,379,995.789,175,3542.783,IMG_2732_mask.png,../data/heuristics/semantic_seg/IMG_2732_mask.png,0
1038,1559,1618242,386288,574658,657296,23.871,35.511,40.618,40.199,358,1079.017,138,4164.188,IMG_2733_mask.png,../data/heuristics/semantic_seg/IMG_2733_mask.png,0
1038,1559,1618242,393854,618131,606257,24.338,38.198,37.464,38.919,369,1067.355,151,4093.583,IMG_2734_mask.png,../data/heuristics/semantic_seg/IMG_2734_mask.png,0
1038,1559,1618242,400348,556853,661041,24.74,34.411,40.849,41.825,340,1177.494,169,3294.988,IMG_2735_mask.png,../data/heuristics/semantic_seg/IMG_2735_mask.png,0
1038,1559,1618242,405746,541304,671192,25.073,33.45,41.477,42.843,337,1203.994,143,3785.343,IMG_2736_mask.png,../data/heuristics/semantic_seg/IMG_2736_mask.png,0
1038,1559,1618242,410336,526041,681865,25.357,32.507,42.136,43.822,334,1228.551,191,2754.141,IMG_2737_mask.png,../data/heuristics/semantic_seg/IMG_2737_mask.png,0
1038,1559,1618242,415113,604313,598816,25.652,37.344,37.004,40.72,349,1189.436,194,3115.015,IMG_2738_mask.png,../data/heuristics/semantic_seg/IMG_2738_mask.png,0
1038,1559,1618242,422768,543041,652433,26.125,33.557,40.317,43.773,329,1285.009,168,3232.387,IMG_2739_mask.png,../data/heuristics/semantic_seg/IMG_2739_mask.png,0
1038,1559,1618242,424767,582034,611441,26.249,35.967,37.784,42.19,343,1238.388,211,2758.455,IMG_2740_mask.png,../data/heuristics/semantic_seg/IMG_2740_mask.png,0
1038,1559,1618242,430566,589281,598395,26.607,36.415,36.978,42.219,339,1270.106,215,2740.842,IMG_2741_mask.png,../data/heuristics/semantic_seg/IMG_2741_mask.png,0
1038,1559,1618242,446610,565972,605660,27.598,34.974,37.427,44.106,313,1426.869,209,2708.0,IMG_2742_mask.png,../data/heuristics/semantic_seg/IMG_2742_mask.png,0
1038,1559,1618242,446932,583417,587893,27.618,36.053,36.329,43.377,321,1392.312,190,3070.616,IMG_2743_mask.png,../data/heuristics/semantic_seg/IMG_2743_mask.png,0
1038,1559,1618242,450596,533531,634115,27.845,32.97,39.185,45.786,324,1390.728,196,2722.097,IMG_2744_mask.png,../data/heuristics/semantic_seg/IMG_2744_mask.png,0
1038,1559,1618242,459298,556966,601978,28.383,34.418,37.2,45.195,331,1387.607,194,2870.959,IMG_2745_mask.png,../data/heuristics/semantic_seg/IMG_2745_mask.png,0
1038,1559,1618242,461874,518535,637833,28.542,32.043,39.415,47.11,329,1403.872,201,2579.776,IMG_2746_mask.png,../data/heuristics/semantic_seg/IMG_2746_mask.png,0
1038,1559,1618242,465326,554066,598850,28.755,34.239,37.006,45.647,299,1556.274,215,2577.051,IMG_2747_mask.png,../data/heuristics/semantic_seg/IMG_2747_mask.png,0
1038,1559,1618242,468228,509433,640581,28.934,31.481,39.585,47.893,310,1510.413,254,2005.642,IMG_2748_mask.png,../data/heuristics/semantic_seg/IMG_2748_mask.png,0
1038,1559,1618242,470913,525886,621443,29.1,32.497,38.402,47.243,300,1569.71,242,2173.083,IMG_2749_mask.png,../data/heuristics/semantic_seg/IMG_2749_mask.png,0
1038,1559,1618242,477191,497403,643648,29.488,30.737,39.775,48.963,289,1651.18,231,2153.26,IMG_2750_mask.png,../data/heuristics/semantic_seg/IMG_2750_mask.png,0
1038,1559,1618242,475940,506812,635490,29.411,31.319,39.27,48.429,290,1641.172,233,2175.159,IMG_2751_mask.png,../data/heuristics/semantic_seg/IMG_2751_mask.png,0
1038,1559,1618242,486961,488909,642372,30.092,30.212,39.696,49.9,286,1702.661,244,2003.725,IMG_2752_mask.png,../data/heuristics/semantic_seg/IMG_2752_mask.png,0
1038,1559,1618242,486757,429497,701988,30.079,26.541,43.38,53.125,267,1823.06,219,1961.174,IMG_2753_mask.png,../data/heuristics/semantic_seg/IMG_2753_mask.png,0
1038,1559,1618242,488024,480057,650161,30.158,29.665,40.177,50.411,276,1768.203,251,1912.578,IMG_2754_mask.png,../data/heuristics/semantic_seg/IMG_2754_mask.png,0
1038,1559,1618242,496017,470607,651618,30.652,29.081,40.267,51.314,255,1945.165,249,1889.988,IMG_2755_mask.png,../data/heuristics/semantic_seg/IMG_2755_mask.png,0
1038,1559,1618242,510737,459406,648099,31.561,28.389,40.05,52.646,248,2059.423,250,1837.624,IMG_2756_mask.png,../data/heuristics/semantic_seg/IMG_2756_mask.png,0
1038,1559,1618242,515144,451795,651303,31.834,27.919,40.248,53.276,242,2128.694,237,1906.308,IMG_2757_mask.png,../data/heuristics/semantic_seg/IMG_2757_mask.png,0
1038,1559,1618242,510886,366131,741225,31.57,22.625,45.804,58.253,247,2068.364,259,1413.633,IMG_2758_mask.png,../data/heuristics/semantic_seg/IMG_2758_mask.png,0
1038,1559,1618242,518596,421232,678414,32.047,26.03,41.923,55.18,256,2025.766,274,1537.343,IMG_2759_mask.png,../data/heuristics/semantic_seg/IMG_2759_mask.png,0
1038,1559,1618242,520146,391828,706268,32.143,24.213,43.644,57.035,245,2123.045,245,1599.298,IMG_2760_mask.png,../data/heuristics/semantic_seg/IMG_2760_mask.png,0
1038,1559,1618242,525990,410837,681415,32.504,25.388,42.108,56.146,261,2015.287,282,1456.869,IMG_2761_mask.png,../data/heuristics/semantic_seg/IMG_2761_mask.png,0
1038,1559,1618242,532476,479486,606280,32.905,29.63,37.465,52.618,274,1943.343,293,1636.471,IMG_2762_mask.png,../data/heuristics/semantic_seg/IMG_2762_mask.png,1
1038,1559,1618242,523620,407660,686962,32.357,25.192,42.451,56.226,250,2094.48,260,1567.923,IMG_2763_mask.png,../data/heuristics/semantic_seg/IMG_2763_mask.png,0
1038,1559,1618242,538687,477001,602554,33.288,29.476,37.235,53.037,275,1958.862,366,1303.281,IMG_2764_mask.png,../data/heuristics/semantic_seg/IMG_2764_mask.png,0
1038,1559,1618242,526666,458126,633450,32.546,28.31,39.144,53.48,289,1822.374,437,1048.343,IMG_2765_mask.png,../data/heuristics/semantic_seg/IMG_2765_mask.png,0
1038,1559,1618242,524877,482273,611092,32.435,29.802,37.763,52.115,258,2034.407,429,1124.179,IMG_2766_mask.png,../data/heuristics/semantic_seg/IMG_2766_mask.png,0
1038,1559,1618242,525254,478879,614109,32.458,29.593,37.949,52.309,262,2004.786,372,1287.309,IMG_2767_mask.png,../data/heuristics/semantic_seg/IMG_2767_mask.png,0
1038,1559,1618242,526870,489113,602259,32.558,30.225,37.217,51.858,259,2034.247,436,1121.819,IMG_2768_mask.png,../data/heuristics/semantic_seg/IMG_2768_mask.png,0
1038,1559,1618242,523133,483140,611969,32.327,29.856,37.817,51.987,270,1937.53,433,1115.797,IMG_2769_mask.png,../data/heuristics/semantic_seg/IMG_2769_mask.png,1
1038,1559,1618242,516807,485135,616300,31.936,29.979,38.085,51.581,303,1705.634,448,1082.891,IMG_2770_mask.png,../data/heuristics/semantic_seg/IMG_2770_mask.png,0
1038,1559,1618242,523953,482434,611855,32.378,29.812,37.81,52.063,310,1690.171,438,1101.447,IMG_2771_mask.png,../data/heuristics/semantic_seg/IMG_2771_mask.png,0
1038,1559,1618242,527383,470182,620677,32.59,29.055,38.355,52.867,276,1910.808,496,947.948,IMG_2772_mask.png,../data/heuristics/semantic_seg/IMG_2772_mask.png,0
1038,1559,1618242,539246,480743,598253,33.323,29.708,36.969,52.868,289,1865.903,439,1095.087,IMG_2773_mask.png,../data/heuristics/semantic_seg/IMG_2773_mask.png,0
1038,1559,1618242,546594,410666,660982,33.777,25.377,40.846,57.1,262,2086.237,510,805.227,IMG_2774_mask.png,../data/heuristics/semantic_seg/IMG_2774_mask.png,0
1038,1559,1618242,540263,484755,593224,33.386,29.956,36.659,52.708,248,2178.48,556,871.862,IMG_2775_mask.png,../data/heuristics/semantic_seg/IMG_2775_mask.png,0
1038,1559,1618242,533242,477921,607079,32.952,29.533,37.515,52.736,248,2150.169,475,1006.149,IMG_2776_mask.png,../data/heuristics/semantic_seg/IMG_2776_mask.png,1
1038,1559,1618242,543782,489705,584755,33.603,30.262,36.135,52.616,239,2275.238,418,1171.543,IMG_2777_mask.png,../data/heuristics/semantic_seg/IMG_2777_mask.png,1
1038,1559,1618242,539603,485172,593467,33.345,29.981,36.674,52.656,249,2167.08,460,1054.722,IMG_2778_mask.png,../data/heuristics/semantic_seg/IMG_2778_mask.png,0
1038,1559,1618242,547718,485190,585334,33.846,29.983,36.171,53.027,258,2122.938,395,1228.329,IMG_2779_mask.png,../data/heuristics/semantic_seg/IMG_2779_mask.png,1
1038,1559,1618242,545802,483888,588552,33.728,29.902,36.37,53.006,250,2183.208,485,997.707,IMG_2780_mask.png,../data/heuristics/semantic_seg/IMG_2780_mask.png,1
1038,1559,1618242,549555,468098,600589,33.96,28.926,37.114,54.002,249,2207.048,499,938.072,IMG_2781_mask.png,../data/heuristics/semantic_seg/IMG_2781_mask.png,1
1038,1559,1618242,542914,453489,621839,33.55,28.024,38.427,54.487,254,2137.457,547,829.048,IMG_2782_mask.png,../data/heuristics/semantic_seg/IMG_2782_mask.png,1
1038,1559,1618242,559763,453832,604647,34.591,28.045,37.364,55.226,261,2144.686,506,896.901,IMG_2783_mask.png,../data/heuristics/semantic_seg/IMG_2783_mask.png,1
1038,1559,1618242,551336,449716,617190,34.07,27.79,38.14,55.076,270,2041.985,480,936.908,IMG_2784_mask.png,../data/heuristics/semantic_seg/IMG_2784_mask.png,1
1038,1559,1618242,555170,459707,603365,34.307,28.408,37.285,54.703,276,2011.486,539,852.889,IMG_2785_mask.png,../data/heuristics/semantic_seg/IMG_2785_mask.png,1
1038,1559,1618242,541749,427177,649316,33.478,26.398,40.125,55.912,256,2116.207,536,796.972,IMG_2786_mask.png,../data/heuristics/semantic_seg/IMG_2786_mask.png,1
1038,1559,1618242,549448,437730,631064,33.953,27.05,38.997,55.658,257,2137.93,615,711.756,IMG_2787_mask.png,../data/heuristics/semantic_seg/IMG_2787_mask.png,1
1038,1559,1618242,555043,431706,631493,34.299,26.677,39.023,56.25,249,2229.088,602,717.12,IMG_2788_mask.png,../data/heuristics/semantic_seg/IMG_2788_mask.png,1
1038,1559,1618242,536497,419387,662358,33.153,25.916,40.931,56.126,273,1965.19,609,688.649,IMG_2789_mask.png,../data/heuristics/semantic_seg/IMG_2789_mask.png,1
1038,1559,1618242,548042,414955,655245,33.867,25.642,40.491,56.91,282,1943.411,588,705.706,IMG_2790_mask.png,../data/heuristics/semantic_seg/IMG_2790_mask.png,1
1038,1559,1618242,559067,428572,630603,34.548,26.484,38.968,56.606,243,2300.687,608,704.888,IMG_2791_mask.png,../data/heuristics/semantic_seg/IMG_2791_mask.png,1
1038,1559,1618242,565531,414652,638059,34.947,25.624,39.429,57.696,235,2406.515,546,759.436,IMG_2792_mask.png,../data/heuristics/semantic_seg/IMG_2792_mask.png,1
1038,1559,1618242,562129,422690,633423,34.737,26.12,39.143,57.079,281,2000.459,575,735.113,IMG_2793_mask.png,../data/heuristics/semantic_seg/IMG_2793_mask.png,1
1038,1559,1618242,569626,431150,617466,35.2,26.643,38.157,56.918,235,2423.94,574,751.132,IMG_2794_mask.png,../data/heuristics/semantic_seg/IMG_2794_mask.png,1
1038,1559,1618242,558534,419028,640680,34.515,25.894,39.591,57.135,267,2091.888,541,774.543,IMG_2795_mask.png,../data/heuristics/semantic_seg/IMG_2795_mask.png,1
1038,1559,1618242,564014,433248,620980,34.854,26.773,38.374,56.556,260,2169.285,532,814.376,IMG_2796_mask.png,../data/heuristics/semantic_seg/IMG_2796_mask.png,1
1038,1559,1618242,561031,410008,647203,34.669,25.337,39.994,57.776,286,1961.647,491,835.047,IMG_2797_mask.png,../data/heuristics/semantic_seg/IMG_2797_mask.png,1
1038,1559,1618242,567436,405139,645667,35.065,25.036,39.899,58.344,255,2225.239,517,783.634,IMG_2798_mask.png,../data/heuristics/semantic_seg/IMG_2798_mask.png,1
1038,1559,1618242,569507,402727,646008,35.193,24.887,39.92,58.577,234,2433.791,542,743.039,IMG_2799_mask.png,../data/heuristics/semantic_seg/IMG_2799_mask.png,1
1038,1559,1618242,562626,408269,647347,34.768,25.229,40.003,57.949,267,2107.213,588,694.335,IMG_2800_mask.png,../data/heuristics/semantic_seg/IMG_2800_mask.png,1
1038,1559,1618242,564937,388674,664631,34.911,24.018,41.071,59.242,268,2107.974,565,687.919,IMG_2801_mask.png,../data/heuristics/semantic_seg/IMG_2801_mask.png,1
1038,1559,1618242,561744,384516,671982,34.713,23.761,41.525,59.365,246,2283.512,578,665.253,IMG_2802_mask.png,../data/heuristics/semantic_seg/IMG_2802_mask.png,0
1038,1559,1618242,554247,395388,668607,34.25,24.433,41.317,58.364,273,2030.209,618,639.786,IMG_2803_mask.png,../data/heuristics/semantic_seg/IMG_2803_mask.png,0
1038,1559,1618242,568503,394384,655355,35.131,24.371,40.498,59.042,288,1973.969,577,683.508,IMG_2804_mask.png,../data/heuristics/semantic_seg/IMG_2804_mask.png,1
1038,1559,1618242,1002839,605303,10100,61.971,37.405,0.624,62.36,863,1162.038,952,635.822,IMG_2805_mask.png,../data/heuristics/semantic_seg/IMG_2805_mask.png,-1
1038,1559,1618242,208478,774175,635589,12.883,47.84,39.277,21.216,277,752.628,232,3336.961,IMG_2806_mask.png,../data/heuristics/semantic_seg/IMG_2806_mask.png,0
1038,1559,1618242,314350,776093,527799,19.425,47.959,32.616,28.828,338,930.03,275,2822.156,IMG_2807_mask.png,../data/heuristics/semantic_seg/IMG_2807_mask.png,0
1038,1559,1618242,406063,734133,478046,25.093,45.366,29.541,35.613,320,1268.947,358,2050.651,IMG_2808_mask.png,../data/heuristics/semantic_seg/IMG_2808_mask.png,0
1038,1559,1618242,468529,646272,503441,28.953,39.937,31.11,42.028,297,1577.539,506,1277.217,IMG_2809_mask.png,../data/heuristics/semantic_seg/IMG_2809_mask.png,0
1038,1559,1618242,535351,590205,492686,33.082,36.472,30.446,47.563,258,2075.004,610,967.549,IMG_2810_mask.png,../data/heuristics/semantic_seg/IMG_2810_mask.png,0
1038,1559,1618242,549258,540887,528097,33.942,33.424,32.634,50.384,243,2260.321,692,781.629,IMG_2811_mask.png,../data/heuristics/semantic_seg/IMG_2811_mask.png,0
1038,1559,1618242,566793,523096,528353,35.025,32.325,32.65,52.005,222,2553.122,642,814.791,IMG_2812_mask.png,../data/heuristics/semantic_seg/IMG_2812_mask.png,1
1038,1559,1618242,558075,505985,554182,34.486,31.268,34.246,52.448,216,2583.681,719,703.734,IMG_2813_mask.png,../data/heuristics/semantic_seg/IMG_2813_mask.png,1
1038,1559,1618242,560320,489339,568583,34.625,30.239,35.136,53.381,225,2490.311,739,662.164,IMG_2814_mask.png,../data/heuristics/semantic_seg/IMG_2814_mask.png,0
1038,1559,1618242,577899,466885,573458,35.712,28.851,35.437,55.313,206,2805.335,649,719.391,IMG_2815_mask.png,../data/heuristics/semantic_seg/IMG_2815_mask.png,1
1038,1559,1618242,559316,458174,600752,34.563,28.313,37.124,54.97,227,2463.947,750,610.899,IMG_2816_mask.png,../data/heuristics/semantic_seg/IMG_2816_mask.png,0
